FeatureCode,DateCode,Measurement,Units,Value,Region of Residence,Breakdown of Domestic Tourism
S12000038,2016-2018,Count,Thousand Visits,71,All of GB,Visits
S12000038,2014-2016,Count,Thousand Nights,46,Scotland,Nights
S12000038,2009-2011,Count,Thousand Visits,52,Scotland,Visits
S12000038,2016-2018,Count,Thousand Visits,31,Scotland,Visits
S12000041,2010-2012,Count,Thousand Visits,74,England,Visits
S12000041,2013-2015,Count,million pounds (GBP),10,Scotland,Expenditure
S12000041,2014-2016,Count,million pounds (GBP),23,All of GB,Expenditure
S12000041,2015-2017,Count,million pounds (GBP),9,Scotland,Expenditure
S12000041,2012-2014,Count,million pounds (GBP),12,Scotland,Expenditure
S12000041,2013-2015,Count,Thousand Visits,86,Scotland,Visits
S12000041,2013-2015,Count,million pounds (GBP),24,All of GB,Expenditure
S12000041,2014-2016,Count,million pounds (GBP),9,Scotland,Expenditure
S12000041,2014-2016,Count,Thousand Visits,126,All of GB,Visits
S12000041,2009-2011,Count,million pounds (GBP),20,Scotland,Expenditure
S12000041,2011-2013,Count,million pounds (GBP),16,Scotland,Expenditure
S12000041,2011-2013,Count,Thousand Visits,186,All of GB,Visits
S12000041,2010-2012,Count,million pounds (GBP),33,All of GB,Expenditure
S12000041,2009-2011,Count,Thousand Visits,158,Scotland,Visits
S12000041,2017-2019,Count,million pounds (GBP),10,Scotland,Expenditure
S12000041,2014-2016,Count,Thousand Visits,74,Scotland,Visits
S12000041,2016-2018,Count,Thousand Visits,26,England,Visits
S12000041,2010-2012,Count,Thousand Visits,127,Scotland,Visits
S12000041,2011-2013,Count,million pounds (GBP),27,All of GB,Expenditure
S12000041,2015-2017,Count,Thousand Visits,127,All of GB,Visits
S12000041,2017-2019,Count,Thousand Visits,77,Scotland,Visits
S12000041,2016-2018,Count,Thousand Visits,117,All of GB,Visits
S12000041,2017-2019,Count,million pounds (GBP),12,England,Expenditure
S12000041,2013-2015,Count,Thousand Visits,50,England,Visits
S12000041,2015-2017,Count,Thousand Visits,46,England,Visits
S12000041,2009-2011,Count,million pounds (GBP),34,All of GB,Expenditure
S12000041,2016-2018,Count,million pounds (GBP),6,England,Expenditure
S12000041,2012-2014,Count,Thousand Visits,131,All of GB,Visits
S12000041,2012-2014,Count,million pounds (GBP),7,England,Expenditure
S12000041,2009-2011,Count,million pounds (GBP),13,England,Expenditure
S12000041,2014-2016,Count,million pounds (GBP),12,England,Expenditure
S12000041,2010-2012,Count,million pounds (GBP),12,England,Expenditure
S12000041,2011-2013,Count,Thousand Visits,59,England,Visits
S12000041,2015-2017,Count,Thousand Nights,409,All of GB,Nights
S12000041,2011-2013,Count,Thousand Nights,256,England,Nights
S12000041,2011-2013,Count,Thousand Nights,358,Scotland,Nights
S12000041,2015-2017,Count,Thousand Visits,82,Scotland,Visits
S12000041,2016-2018,Count,Thousand Nights,224,Scotland,Nights
S12000041,2012-2014,Count,Thousand Visits,42,England,Visits
S12000041,2009-2011,Count,Thousand Visits,237,All of GB,Visits
S12000041,2017-2019,Count,Thousand Visits,124,All of GB,Visits
S12000041,2010-2012,Count,Thousand Visits,206,All of GB,Visits
S12000041,2016-2018,Count,million pounds (GBP),17,All of GB,Expenditure
S12000041,2017-2019,Count,million pounds (GBP),22,All of GB,Expenditure
S12000041,2014-2016,Count,Thousand Visits,48,England,Visits
S12000041,2009-2011,Count,Thousand Visits,69,England,Visits
S12000041,2013-2015,Count,million pounds (GBP),13,England,Expenditure
S12000041,2017-2019,Count,Thousand Visits,44,England,Visits
S12000041,2011-2013,Count,million pounds (GBP),11,England,Expenditure
S12000041,2013-2015,Count,Thousand Visits,139,All of GB,Visits
S12000041,2015-2017,Count,million pounds (GBP),13,England,Expenditure
S12000041,2012-2014,Count,Thousand Nights,282,Scotland,Nights
S12000041,2017-2019,Count,Thousand Nights,122,England,Nights
S12000041,2011-2013,Count,Thousand Nights,621,All of GB,Nights
S12000041,2012-2014,Count,Thousand Nights,155,England,Nights
S12000041,2012-2014,Count,Thousand Nights,451,All of GB,Nights
S12000041,2014-2016,Count,Thousand Nights,245,Scotland,Nights
S12000041,2010-2012,Count,Thousand Nights,833,All of GB,Nights
S12000041,2009-2011,Count,Thousand Nights,1064,All of GB,Nights
S12000041,2017-2019,Count,Thousand Nights,208,Scotland,Nights
S12000041,2016-2018,Count,Thousand Nights,330,All of GB,Nights
S12000041,2014-2016,Count,Thousand Nights,196,England,Nights
S12000041,2013-2015,Count,Thousand Nights,246,Scotland,Nights
S12000041,2015-2017,Count,Thousand Nights,193,England,Nights
S12000041,2010-2012,Count,Thousand Nights,492,Scotland,Nights
S12000041,2013-2015,Count,Thousand Nights,199,England,Nights
S12000041,2010-2012,Count,Thousand Nights,325,England,Nights
S12000041,2012-2014,Count,Thousand Visits,86,Scotland,Visits
S12000041,2016-2018,Count,Thousand Nights,103,England,Nights
S12000041,2013-2015,Count,Thousand Nights,460,All of GB,Nights
S12000041,2014-2016,Count,Thousand Nights,456,All of GB,Nights
S12000041,2015-2017,Count,Thousand Nights,216,Scotland,Nights
S12000041,2009-2011,Count,Thousand Nights,484,England,Nights
S12000041,2017-2019,Count,Thousand Nights,332,All of GB,Nights
S12000041,2009-2011,Count,Thousand Nights,540,Scotland,Nights
S12000041,2012-2014,Count,million pounds (GBP),19,All of GB,Expenditure
S12000041,2010-2012,Count,million pounds (GBP),21,Scotland,Expenditure
S12000041,2015-2017,Count,million pounds (GBP),23,All of GB,Expenditure
S12000041,2016-2018,Count,Thousand Visits,89,Scotland,Visits
S12000041,2011-2013,Count,Thousand Visits,125,Scotland,Visits
S12000041,2016-2018,Count,million pounds (GBP),10,Scotland,Expenditure
S12000042,2010-2012,Count,million pounds (GBP),45,All of GB,Expenditure
S12000042,2017-2019,Count,Thousand Visits,95,England,Visits
S12000042,2017-2019,Count,Thousand Visits,124,Scotland,Visits
S12000042,2011-2013,Count,Thousand Visits,118,England,Visits
S12000042,2017-2019,Count,million pounds (GBP),23,Scotland,Expenditure
S12000042,2017-2019,Count,million pounds (GBP),46,All of GB,Expenditure
S12000042,2009-2011,Count,Thousand Nights,455,England,Nights
S12000042,2011-2013,Count,million pounds (GBP),46,All of GB,Expenditure
S12000042,2009-2011,Count,Thousand Visits,186,Scotland,Visits
S12000042,2015-2017,Count,million pounds (GBP),27,England,Expenditure
S12000042,2012-2014,Count,million pounds (GBP),31,England,Expenditure
S12000042,2012-2014,Count,Thousand Visits,147,Scotland,Visits
S12000042,2010-2012,Count,million pounds (GBP),21,Scotland,Expenditure
S12000042,2013-2015,Count,million pounds (GBP),46,All of GB,Expenditure
S12000042,2011-2013,Count,Thousand Nights,414,Scotland,Nights
S12000042,2010-2012,Count,Thousand Nights,391,England,Nights
S12000042,2009-2011,Count,million pounds (GBP),19,Scotland,Expenditure
S12000042,2013-2015,Count,Thousand Visits,232,All of GB,Visits
S12000042,2010-2012,Count,Thousand Visits,191,Scotland,Visits
S12000042,2015-2017,Count,Thousand Nights,476,England,Nights
S12000042,2012-2014,Count,Thousand Nights,404,England,Nights
S12000042,2016-2018,Count,Thousand Visits,99,Scotland,Visits
S12000042,2011-2013,Count,Thousand Visits,306,All of GB,Visits
S12000042,2009-2011,Count,Thousand Nights,902,All of GB,Nights
S12000042,2016-2018,Count,Thousand Nights,772,All of GB,Nights
S12000042,2010-2012,Count,million pounds (GBP),24,England,Expenditure
S12000042,2016-2018,Count,million pounds (GBP),19,Scotland,Expenditure
S12000042,2017-2019,Count,Thousand Nights,368,England,Nights
S12000042,2014-2016,Count,million pounds (GBP),24,England,Expenditure
S12000042,2014-2016,Count,million pounds (GBP),22,Scotland,Expenditure
S12000042,2010-2012,Count,Thousand Nights,449,Scotland,Nights
S12000042,2016-2018,Count,Thousand Visits,114,England,Visits
S12000042,2011-2013,Count,million pounds (GBP),27,England,Expenditure
S12000042,2015-2017,Count,Thousand Nights,230,Scotland,Nights
S12000042,2017-2019,Count,Thousand Nights,319,Scotland,Nights
S12000042,2012-2014,Count,Thousand Nights,286,Scotland,Nights
S12000042,2016-2018,Count,million pounds (GBP),27,England,Expenditure
S12000042,2016-2018,Count,Thousand Nights,273,Scotland,Nights
S12000042,2010-2012,Count,Thousand Visits,320,All of GB,Visits
S12000042,2014-2016,Count,Thousand Nights,666,All of GB,Nights
S12000042,2009-2011,Count,Thousand Nights,438,Scotland,Nights
S12000042,2010-2012,Count,Thousand Nights,848,All of GB,Nights
S12000042,2009-2011,Count,million pounds (GBP),21,England,Expenditure
S12000042,2015-2017,Count,Thousand Visits,90,Scotland,Visits
S12000042,2012-2014,Count,Thousand Visits,276,All of GB,Visits
S12000042,2013-2015,Count,Thousand Nights,259,Scotland,Nights
S12000042,2009-2011,Count,Thousand Visits,114,England,Visits
S12000042,2013-2015,Count,Thousand Nights,612,All of GB,Nights
S12000042,2016-2018,Count,Thousand Visits,218,All of GB,Visits
S12000042,2009-2011,Count,Thousand Visits,305,All of GB,Visits
S12000042,2014-2016,Count,Thousand Nights,419,England,Nights
S12000042,2014-2016,Count,million pounds (GBP),48,All of GB,Expenditure
S12000042,2011-2013,Count,Thousand Nights,359,England,Nights
S12000042,2009-2011,Count,million pounds (GBP),40,All of GB,Expenditure
S12000042,2013-2015,Count,Thousand Visits,98,England,Visits
S12000042,2013-2015,Count,Thousand Visits,131,Scotland,Visits
S12000042,2012-2014,Count,Thousand Visits,127,England,Visits
S12000042,2011-2013,Count,Thousand Visits,186,Scotland,Visits
S12000042,2010-2012,Count,Thousand Visits,124,England,Visits
S12000042,2011-2013,Count,Thousand Nights,779,All of GB,Nights
S12000042,2012-2014,Count,million pounds (GBP),53,All of GB,Expenditure
S12000042,2011-2013,Count,million pounds (GBP),19,Scotland,Expenditure
S12000042,2012-2014,Count,Thousand Nights,696,All of GB,Nights
S12000042,2015-2017,Count,Thousand Visits,218,All of GB,Visits
S12000042,2017-2019,Count,Thousand Visits,222,All of GB,Visits
S12000042,2016-2018,Count,million pounds (GBP),46,All of GB,Expenditure
S12000042,2014-2016,Count,Thousand Nights,225,Scotland,Nights
S12000042,2013-2015,Count,Thousand Nights,339,England,Nights
S12000042,2017-2019,Count,Thousand Nights,691,All of GB,Nights
S12000042,2015-2017,Count,Thousand Nights,727,All of GB,Nights
S12000042,2017-2019,Count,million pounds (GBP),22,England,Expenditure
S12000042,2014-2016,Count,Thousand Visits,123,England,Visits
S12000042,2015-2017,Count,million pounds (GBP),15,Scotland,Expenditure
S12000042,2012-2014,Count,million pounds (GBP),22,Scotland,Expenditure
S12000042,2014-2016,Count,Thousand Visits,247,All of GB,Visits
S12000042,2015-2017,Count,million pounds (GBP),44,All of GB,Expenditure
S12000042,2014-2016,Count,Thousand Visits,116,Scotland,Visits
S12000042,2016-2018,Count,Thousand Nights,490,England,Nights
S12000042,2013-2015,Count,million pounds (GBP),20,Scotland,Expenditure
S12000042,2015-2017,Count,Thousand Visits,120,England,Visits
S12000042,2013-2015,Count,million pounds (GBP),25,England,Expenditure
S12000045,2016-2018,Count,Thousand Visits,0,England,Visits
S12000045,2017-2019,Count,Thousand Nights,3,England,Nights
S12000045,2009-2011,Count,Thousand Visits,10,Scotland,Visits
S12000045,2013-2015,Count,Thousand Visits,0,England,Visits
S12000045,2012-2014,Count,Thousand Visits,7,England,Visits
S12000045,2016-2018,Count,Thousand Nights,0,England,Nights
S12000045,2009-2011,Count,Thousand Nights,22,Scotland,Nights
S12000045,2009-2011,Count,Thousand Visits,10,All of GB,Visits
S12000045,2011-2013,Count,Thousand Visits,20,All of GB,Visits
S12000045,2011-2013,Count,Thousand Visits,7,England,Visits
S12000045,2014-2016,Count,Thousand Visits,3,Scotland,Visits
S12000045,2011-2013,Count,Thousand Nights,14,England,Nights
S12000045,2010-2012,Count,Thousand Visits,7,England,Visits
S12000045,2014-2016,Count,million pounds (GBP),0,Scotland,Expenditure
S12000045,2015-2017,Count,million pounds (GBP),0,Scotland,Expenditure
S12000045,2009-2011,Count,million pounds (GBP),0,England,Expenditure
S12000045,2016-2018,Count,million pounds (GBP),0,All of GB,Expenditure
S12000045,2013-2015,Count,Thousand Visits,3,Scotland,Visits
S12000045,2014-2016,Count,Thousand Nights,0,England,Nights
S12000045,2013-2015,Count,million pounds (GBP),0,Scotland,Expenditure
S12000045,2015-2017,Count,Thousand Visits,0,Scotland,Visits
S12000045,2015-2017,Count,Thousand Visits,0,England,Visits
S12000045,2017-2019,Count,Thousand Nights,18,Scotland,Nights
S12000045,2009-2011,Count,million pounds (GBP),1,Scotland,Expenditure
S12000045,2017-2019,Count,Thousand Nights,21,All of GB,Nights
S12000045,2012-2014,Count,Thousand Visits,15,All of GB,Visits
S12000045,2009-2011,Count,Thousand Visits,0,England,Visits
S12000045,2011-2013,Count,million pounds (GBP),1,England,Expenditure
S12000045,2017-2019,Count,million pounds (GBP),0,England,Expenditure
S12000045,2016-2018,Count,Thousand Nights,0,All of GB,Nights
S12000045,2010-2012,Count,million pounds (GBP),1,England,Expenditure
S12000045,2015-2017,Count,Thousand Nights,0,Scotland,Nights
S12000045,2011-2013,Count,Thousand Nights,46,All of GB,Nights
S12000045,2017-2019,Count,Thousand Visits,7,All of GB,Visits
S12000045,2015-2017,Count,Thousand Visits,0,All of GB,Visits
S12000045,2013-2015,Count,million pounds (GBP),0,All of GB,Expenditure
S12000045,2009-2011,Count,million pounds (GBP),1,All of GB,Expenditure
S12000045,2016-2018,Count,million pounds (GBP),0,England,Expenditure
S12000045,2012-2014,Count,Thousand Nights,14,England,Nights
S12000045,2012-2014,Count,million pounds (GBP),1,All of GB,Expenditure
S12000045,2016-2018,Count,Thousand Visits,0,Scotland,Visits
S12000045,2009-2011,Count,Thousand Nights,22,All of GB,Nights
S12000045,2015-2017,Count,million pounds (GBP),0,England,Expenditure
S12000045,2011-2013,Count,million pounds (GBP),2,All of GB,Expenditure
S12000045,2010-2012,Count,Thousand Visits,13,Scotland,Visits
S12000045,2010-2012,Count,Thousand Nights,14,England,Nights
S12000045,2012-2014,Count,Thousand Nights,22,Scotland,Nights
S12000045,2011-2013,Count,Thousand Visits,13,Scotland,Visits
S12000045,2014-2016,Count,million pounds (GBP),0,All of GB,Expenditure
S12000045,2013-2015,Count,Thousand Visits,3,All of GB,Visits
S12000045,2014-2016,Count,Thousand Visits,0,England,Visits
S12000045,2017-2019,Count,Thousand Visits,5,Scotland,Visits
S12000045,2017-2019,Count,million pounds (GBP),1,All of GB,Expenditure
S12000045,2010-2012,Count,million pounds (GBP),1,Scotland,Expenditure
S12000045,2014-2016,Count,Thousand Visits,3,All of GB,Visits
S12000045,2014-2016,Count,Thousand Nights,3,Scotland,Nights
S12000045,2012-2014,Count,Thousand Nights,35,All of GB,Nights
S12000045,2012-2014,Count,million pounds (GBP),1,Scotland,Expenditure
S12000045,2013-2015,Count,Thousand Nights,3,All of GB,Nights
S12000045,2011-2013,Count,million pounds (GBP),1,Scotland,Expenditure
S12000045,2015-2017,Count,million pounds (GBP),0,All of GB,Expenditure
S12000045,2013-2015,Count,Thousand Nights,0,England,Nights
S12000045,2016-2018,Count,Thousand Visits,0,All of GB,Visits
S12000045,2010-2012,Count,Thousand Nights,46,All of GB,Nights
S12000045,2015-2017,Count,Thousand Nights,0,All of GB,Nights
S12000045,2009-2011,Count,Thousand Nights,0,England,Nights
S12000045,2013-2015,Count,Thousand Nights,3,Scotland,Nights
S12000045,2017-2019,Count,million pounds (GBP),1,Scotland,Expenditure
S12000045,2010-2012,Count,million pounds (GBP),2,All of GB,Expenditure
S12000045,2017-2019,Count,Thousand Visits,3,England,Visits
S12000045,2014-2016,Count,Thousand Nights,3,All of GB,Nights
S12000045,2014-2016,Count,million pounds (GBP),0,England,Expenditure
S12000045,2015-2017,Count,Thousand Nights,0,England,Nights
S12000045,2012-2014,Count,Thousand Visits,8,Scotland,Visits
S12000045,2016-2018,Count,million pounds (GBP),0,Scotland,Expenditure
S12000045,2013-2015,Count,million pounds (GBP),0,England,Expenditure
S12000045,2016-2018,Count,Thousand Nights,0,Scotland,Nights
S12000045,2010-2012,Count,Thousand Visits,20,All of GB,Visits
S12000045,2011-2013,Count,Thousand Nights,32,Scotland,Nights
S12000045,2012-2014,Count,million pounds (GBP),1,England,Expenditure
S12000045,2010-2012,Count,Thousand Nights,32,Scotland,Nights
S12000047,2013-2015,Count,Thousand Visits,224,England,Visits
S12000047,2013-2015,Count,Thousand Nights,1577,All of GB,Nights
S12000047,2015-2017,Count,million pounds (GBP),39,Scotland,Expenditure
S12000047,2010-2012,Count,million pounds (GBP),39,Scotland,Expenditure
S12000047,2009-2011,Count,Thousand Nights,836,Scotland,Nights
S12000047,2016-2018,Count,Thousand Nights,717,Scotland,Nights
S12000047,2012-2014,Count,Thousand Nights,730,Scotland,Nights
S12000047,2014-2016,Count,Thousand Nights,729,England,Nights
S12000047,2017-2019,Count,Thousand Visits,344,Scotland,Visits
S12000047,2015-2017,Count,Thousand Nights,870,England,Nights
S12000047,2012-2014,Count,Thousand Visits,282,Scotland,Visits
S12000047,2012-2014,Count,Thousand Visits,213,England,Visits
S12000047,2011-2013,Count,Thousand Nights,824,England,Nights
S12000047,2010-2012,Count,Thousand Visits,180,England,Visits
S12000047,2012-2014,Count,million pounds (GBP),39,Scotland,Expenditure
S12000047,2017-2019,Count,million pounds (GBP),57,England,Expenditure
S12000047,2010-2012,Count,Thousand Visits,470,All of GB,Visits
S12000047,2014-2016,Count,million pounds (GBP),37,Scotland,Expenditure
S12000047,2013-2015,Count,Thousand Visits,303,Scotland,Visits
S12000047,2015-2017,Count,Thousand Visits,241,England,Visits
S12000047,2011-2013,Count,Thousand Nights,600,Scotland,Nights
S12000047,2009-2011,Count,Thousand Visits,534,All of GB,Visits
S12000047,2017-2019,Count,Thousand Nights,1853,All of GB,Nights
S12000047,2016-2018,Count,Thousand Visits,540,All of GB,Visits
S12000047,2009-2011,Count,Thousand Nights,1116,England,Nights
S12000047,2009-2011,Count,million pounds (GBP),48,England,Expenditure
S12000047,2016-2018,Count,million pounds (GBP),39,Scotland,Expenditure
S12000047,2011-2013,Count,million pounds (GBP),33,Scotland,Expenditure
S12000047,2014-2016,Count,Thousand Nights,788,Scotland,Nights
S12000047,2010-2012,Count,Thousand Visits,285,Scotland,Visits
S12000047,2014-2016,Count,Thousand Visits,238,England,Visits
S12000047,2017-2019,Count,Thousand Nights,875,Scotland,Nights
S12000047,2013-2015,Count,Thousand Visits,528,All of GB,Visits
S12000047,2010-2012,Count,million pounds (GBP),84,All of GB,Expenditure
S12000047,2012-2014,Count,million pounds (GBP),55,England,Expenditure
S12000047,2014-2016,Count,Thousand Visits,530,All of GB,Visits
S12000047,2013-2015,Count,Thousand Nights,832,Scotland,Nights
S12000047,2016-2018,Count,Thousand Visits,299,Scotland,Visits
S12000047,2014-2016,Count,Thousand Nights,1546,All of GB,Nights
S12000047,2014-2016,Count,Thousand Visits,286,Scotland,Visits
S12000047,2016-2018,Count,million pounds (GBP),53,England,Expenditure
S12000047,2012-2014,Count,million pounds (GBP),94,All of GB,Expenditure
S12000047,2017-2019,Count,million pounds (GBP),54,Scotland,Expenditure
S12000047,2017-2019,Count,million pounds (GBP),112,All of GB,Expenditure
S12000047,2011-2013,Count,Thousand Visits,250,Scotland,Visits
S12000047,2015-2017,Count,Thousand Nights,802,Scotland,Nights
S12000047,2014-2016,Count,million pounds (GBP),85,All of GB,Expenditure
S12000047,2013-2015,Count,Thousand Nights,745,England,Nights
S12000047,2009-2011,Count,Thousand Nights,1972,All of GB,Nights
S12000047,2017-2019,Count,Thousand Visits,571,All of GB,Visits
S12000047,2012-2014,Count,Thousand Nights,737,England,Nights
S12000047,2009-2011,Count,million pounds (GBP),88,All of GB,Expenditure
S12000047,2016-2018,Count,Thousand Nights,877,England,Nights
S12000047,2013-2015,Count,million pounds (GBP),51,England,Expenditure
S12000047,2012-2014,Count,Thousand Nights,1466,All of GB,Nights
S12000047,2013-2015,Count,million pounds (GBP),89,All of GB,Expenditure
S12000047,2010-2012,Count,Thousand Nights,1645,All of GB,Nights
S12000047,2009-2011,Count,Thousand Visits,324,Scotland,Visits
S12000047,2017-2019,Count,Thousand Nights,951,England,Nights
S12000047,2016-2018,Count,Thousand Nights,1650,All of GB,Nights
S12000047,2009-2011,Count,Thousand Visits,204,England,Visits
S12000047,2012-2014,Count,Thousand Visits,494,All of GB,Visits
S12000047,2011-2013,Count,Thousand Nights,1444,All of GB,Nights
S12000047,2015-2017,Count,million pounds (GBP),89,All of GB,Expenditure
S12000047,2010-2012,Count,Thousand Nights,716,Scotland,Nights
S12000047,2010-2012,Count,Thousand Nights,910,England,Nights
S12000047,2015-2017,Count,Thousand Visits,556,All of GB,Visits
S12000047,2011-2013,Count,Thousand Visits,191,England,Visits
S12000047,2009-2011,Count,million pounds (GBP),40,Scotland,Expenditure
S12000047,2015-2017,Count,Thousand Visits,307,Scotland,Visits
S12000047,2015-2017,Count,million pounds (GBP),49,England,Expenditure
S12000047,2013-2015,Count,million pounds (GBP),38,Scotland,Expenditure
S12000047,2014-2016,Count,million pounds (GBP),47,England,Expenditure
S12000047,2016-2018,Count,Thousand Visits,229,England,Visits
S12000047,2016-2018,Count,million pounds (GBP),94,All of GB,Expenditure
S12000047,2010-2012,Count,million pounds (GBP),45,England,Expenditure
S12000047,2011-2013,Count,million pounds (GBP),54,England,Expenditure
S12000047,2017-2019,Count,Thousand Visits,221,England,Visits
S12000047,2011-2013,Count,Thousand Visits,446,All of GB,Visits
S12000047,2011-2013,Count,million pounds (GBP),88,All of GB,Expenditure
S12000047,2015-2017,Count,Thousand Nights,1705,All of GB,Nights
S12000048,2009-2011,Count,Thousand Nights,1316,Scotland,Nights
S12000048,2013-2015,Count,Thousand Visits,203,England,Visits
S12000048,2010-2012,Count,million pounds (GBP),83,Scotland,Expenditure
S12000048,2016-2018,Count,Thousand Nights,877,England,Nights
S12000048,2010-2012,Count,million pounds (GBP),82,England,Expenditure
S12000048,2011-2013,Count,Thousand Nights,1348,Scotland,Nights
S12000048,2014-2016,Count,Thousand Nights,2121,All of GB,Nights
S12000048,2015-2017,Count,Thousand Nights,1236,Scotland,Nights
S12000048,2017-2019,Count,million pounds (GBP),79,England,Expenditure
S12000048,2009-2011,Count,Thousand Visits,723,All of GB,Visits
S12000048,2013-2015,Count,Thousand Nights,1493,Scotland,Nights
S12000048,2015-2017,Count,Thousand Nights,748,England,Nights
S12000048,2014-2016,Count,Thousand Nights,632,England,Nights
S12000048,2013-2015,Count,Thousand Nights,792,England,Nights
S12000048,2016-2018,Count,million pounds (GBP),72,Scotland,Expenditure
S12000048,2017-2019,Count,Thousand Nights,1037,England,Nights
S12000048,2010-2012,Count,Thousand Nights,1392,Scotland,Nights
S12000048,2013-2015,Count,Thousand Nights,2285,All of GB,Nights
S12000048,2016-2018,Count,Thousand Nights,1092,Scotland,Nights
S12000048,2012-2014,Count,Thousand Nights,976,England,Nights
S12000048,2009-2011,Count,Thousand Nights,1078,England,Nights
S12000048,2011-2013,Count,million pounds (GBP),74,England,Expenditure
S12000048,2011-2013,Count,million pounds (GBP),96,Scotland,Expenditure
S12000048,2012-2014,Count,million pounds (GBP),96,Scotland,Expenditure
S12000048,2011-2013,Count,million pounds (GBP),171,All of GB,Expenditure
S12000048,2015-2017,Count,million pounds (GBP),130,All of GB,Expenditure
S12000048,2014-2016,Count,Thousand Visits,518,Scotland,Visits
S12000048,2010-2012,Count,million pounds (GBP),167,All of GB,Expenditure
S12000048,2012-2014,Count,Thousand Visits,742,All of GB,Visits
S12000048,2012-2014,Count,Thousand Visits,244,England,Visits
S12000048,2016-2018,Count,Thousand Nights,2004,All of GB,Nights
S12000048,2016-2018,Count,million pounds (GBP),66,England,Expenditure
S12000048,2009-2011,Count,Thousand Visits,258,England,Visits
S12000048,2014-2016,Count,million pounds (GBP),83,Scotland,Expenditure
S12000048,2016-2018,Count,Thousand Visits,447,Scotland,Visits
S12000048,2017-2019,Count,Thousand Visits,694,All of GB,Visits
S12000048,2014-2016,Count,million pounds (GBP),134,All of GB,Expenditure
S12000048,2013-2015,Count,million pounds (GBP),55,England,Expenditure
S12000048,2010-2012,Count,Thousand Visits,515,Scotland,Visits
S12000048,2009-2011,Count,Thousand Visits,458,Scotland,Visits
S12000048,2010-2012,Count,Thousand Nights,2589,All of GB,Nights
S12000048,2015-2017,Count,million pounds (GBP),55,England,Expenditure
S12000048,2016-2018,Count,million pounds (GBP),138,All of GB,Expenditure
S12000048,2013-2015,Count,Thousand Visits,722,All of GB,Visits
S12000048,2017-2019,Count,million pounds (GBP),158,All of GB,Expenditure
S12000048,2012-2014,Count,Thousand Nights,2427,All of GB,Nights
S12000048,2014-2016,Count,Thousand Visits,722,All of GB,Visits
S12000048,2017-2019,Count,Thousand Visits,261,England,Visits
S12000048,2011-2013,Count,Thousand Visits,285,England,Visits
S12000048,2014-2016,Count,Thousand Visits,196,England,Visits
S12000048,2012-2014,Count,million pounds (GBP),159,All of GB,Expenditure
S12000048,2011-2013,Count,Thousand Visits,481,Scotland,Visits
S12000048,2014-2016,Count,million pounds (GBP),50,England,Expenditure
S12000048,2016-2018,Count,Thousand Visits,217,England,Visits
S12000048,2013-2015,Count,Thousand Visits,518,Scotland,Visits
S12000048,2009-2011,Count,million pounds (GBP),157,All of GB,Expenditure
S12000048,2017-2019,Count,million pounds (GBP),79,Scotland,Expenditure
S12000048,2013-2015,Count,million pounds (GBP),157,All of GB,Expenditure
S12000048,2016-2018,Count,Thousand Visits,675,All of GB,Visits
S12000048,2017-2019,Count,Thousand Nights,2116,All of GB,Nights
S12000048,2012-2014,Count,Thousand Nights,1452,Scotland,Nights
S12000048,2010-2012,Count,Thousand Visits,809,All of GB,Visits
S12000048,2015-2017,Count,Thousand Nights,2020,All of GB,Nights
S12000048,2015-2017,Count,Thousand Visits,486,Scotland,Visits
S12000048,2011-2013,Count,Thousand Nights,1158,England,Nights
S12000048,2011-2013,Count,Thousand Visits,772,All of GB,Visits
S12000048,2015-2017,Count,million pounds (GBP),74,Scotland,Expenditure
S12000048,2009-2011,Count,million pounds (GBP),79,England,Expenditure
S12000048,2015-2017,Count,Thousand Visits,207,England,Visits
S12000048,2010-2012,Count,Thousand Nights,1167,England,Nights
S12000048,2012-2014,Count,Thousand Visits,498,Scotland,Visits
S12000048,2017-2019,Count,Thousand Nights,1076,Scotland,Nights
S12000048,2014-2016,Count,Thousand Nights,1457,Scotland,Nights
S12000048,2015-2017,Count,Thousand Visits,704,All of GB,Visits
S12000048,2017-2019,Count,Thousand Visits,429,Scotland,Visits
S12000048,2009-2011,Count,Thousand Nights,2424,All of GB,Nights
S12000048,2012-2014,Count,million pounds (GBP),63,England,Expenditure
S12000048,2011-2013,Count,Thousand Nights,2523,All of GB,Nights
S12000048,2009-2011,Count,million pounds (GBP),76,Scotland,Expenditure
S12000048,2010-2012,Count,Thousand Visits,287,England,Visits
S12000048,2013-2015,Count,million pounds (GBP),103,Scotland,Expenditure
S12000049,2010-2012,Count,Thousand Nights,3902,All of GB,Nights
S12000049,2012-2014,Count,Thousand Nights,4401,All of GB,Nights
S12000049,2014-2016,Count,Thousand Visits,663,Scotland,Visits
S12000049,2013-2015,Count,Thousand Nights,4278,All of GB,Nights
S12000049,2012-2014,Count,million pounds (GBP),111,Scotland,Expenditure
S12000049,2013-2015,Count,Thousand Nights,1242,Scotland,Nights
S12000049,2009-2011,Count,Thousand Nights,3884,All of GB,Nights
S12000049,2009-2011,Count,Thousand Visits,1631,All of GB,Visits
S12000049,2016-2018,Count,million pounds (GBP),361,All of GB,Expenditure
S12000049,2014-2016,Count,Thousand Nights,1270,Scotland,Nights
S12000049,2012-2014,Count,Thousand Nights,3061,England,Nights
S12000049,2017-2019,Count,Thousand Nights,1229,Scotland,Nights
